,빈도수
결합홈,414
멀리,133
일정량,154
진통제,4
잠정,6
백의,44
중부로,3
가결,5
더스트박스,2
집안,4
구석구석,5
일반인,46
수통,16
컬렉터,35
육각형,50
직사각형,225
윙판체,5
경쟁력,115
추로,7
관해,85
격벽부재,4
이외,402
감김,51
보아,61
예의,281
가령,37
각층,57
압착판,20
지바,236
횟수,558
인정,16
턴테이블,177
한약,27
비철금속,14
외형,256
대접,9
마구리,20
팁부,14
치합,155
웜기어,27
전방휠,5
후방휠,8
터부,263
조과량,1
예시,461
결합단,14
원주,422
팔로,13
고무밴드,7
등부,29
고통,15
외향,121
디바이더,21
구도,12
멀티로터,4
장착단봉,2
장착홈,119
착지,44
실수,51
안전지대,10
어디,43
수직선,49
홀딩하,22
장착판,54
양태,483
이격됨,16
지하공간,19
실용신안,22
외각,74
집즙통,3
통체,84
간극,375
조작성,24
일종,68
식탁,56
일직선,117
폐쇄기로,1
홀더부,62
협소,91
일상생활,27
일기,72
작성자,17
하루,21
일과,15
글귀,1
날짜,123
함침재,6
편익,7
힐러,3
히드롤,3
모토,2
상토,34
시험대,67
정해진,897
구경이,6
가면,35
클램핑하,73
평평,12
스톱퍼,16
전완,27
횡방향,245
엄지손가락,35
판막,76
관점,160
단면도,9
밀때,2
결착,138
홈부,305
송출펌프,1
취외,2
정중,13
협착사고,2
깔때기,25
골프채,64
접힌,72
권취되,156
경과,325
락엔드,1
진동기,27
전자석,190
퍼그,2
볼팅,27
편의점,8
매점,6
소품,14
회동됨,12
단독,279
외접,48
톱니,25
내접,36
기량,114
결합돌부,13
반달,15
손등,37
보이지,52
보이,53
이통,15
걸름망,2
찌끼,1
는바,49
주인,38
점용,5
구조이,28
천적,105
경제성,250
결착홈,11
사철,7
모되,94
화살표,25
삼각형,153
염려,48
차폐층,113
합치,25
락되거,1
언락되,2
락핀,2
비스듬하,29
쑥봉,2
서도,99
쑥뜸,6
쑥뜸기,1
폐쇄되어,20
빗살판,5
정발,13
빗살,66
천장크레인,1
겉면,10
자국,52
도넛,25
파도,96
동암,52
억지,73
릴통,3
태엽,10
이등변,2
삼각기둥,3
나사선,20
중도,70
클램핑된다,1
러그부,3
거가,40
요하,66
생략,142
아울렛,6
프론트,252
뒷쪽,9
걸레질,7
환경오염,169
통상,235
대물,42
체력,45
서서,7
대시,12
정시,122
불안감,10
팔꿈치,34
가가,67
재벌,8
대본,5
취할,71
밸블,1
수공,141
정치,91
준치,161
병원체,22
대고,18
안내면,32
방치,68
시온,8
변온,3
인제,9
타고,110
사부로,55
이나,101
히팅부,68
일련,245
상통,11
높힌,1
유려,3
원기둥,143
방연,10
쾌속,16
최저,80
넘침,13
소실,279
에어건,19
실어,13
수월케,1
타격휠,1
중간지점,19
폐쇄되,74
편지,25
우편물,14
먼저,179
순환로,30
클로즈,30
스텟,2
금선,2
가변저항,28
신호선,202
족궁,5
전족,17
후족,2
족궁부,1
공과,319
송풍로,3
풍로,26
콘트롤러,143
발등,39
이부,149
밀대,76
부단,12
감겨,100
칼퀴,2
감고,12
평안,4
소의,103
문과,28
불구,117
열쇠,14
개문,8
상응,910
낭비,163
절삭날,99
우려,213
딥튜부,1
찰탈,2
측벽부들,10
삭팁,8
삭도,4
삭홈,3
증발량,4
비비,7
유지비,14
결합관,17
지지애,7
대부분,90
판본체,12
농장,30
철제,25
능체,1
상공,51
호환성,74
체임버,18
베인,277
사다리꼴,71
심체,11
징부,243
최소한,167
생화,7
기선,26
부결,13
부고,24
합장,21
어세이,2
크랭크,143
어세,3
이동해,13
린다,1
폐쇄한다,13
굽은형,1
불출,32
후두,44
자기력,96
렌치부,3
풀기,11
더욱이,107
구부,109
클램핑기구,4
억지로,2
펠릿재료,2
펠릿다이,1
시대,9
무엇,47
평방,7
디퓨져,35
전표,11
스카치테이프,1
일원화,14
격실,108
배타,26
결합홈부,22
근위,191
사전결정,30
일선,38
중선,18
상술,221
이격체,4
합선,17
단체,89
콘트리트,4
폐쇄할,31
점진,140
정축,116
직하,67
행거봉,2
권취홀,2
마음대로,5
돌부,100
제대로,66
정보보호,4
펀칭하,15
펀칭핀,1
펀칭툴,4
유핀,1
물때,5
유지됨,14
사직,3
직사,43
제작비,29
측단부,26
명세서,1408
권취봉,20
직판,105
브라,96
소용돌이,40
정단,151
유압잭,27
임펠러로,4
조량,38
가스챔버,7
너울,5
꼬임,151
체제,114
프론트엔드,13
리눅스,10
백엔드,22
첫째,19
둘째,18
심지어,21
곧바로,29
범죄,59
네임카드,1
공간활용,47
팅된,49
형부,364
진도,22
장착부,254
패킹부,13
포의,102
주동,13
풀리,33
박리,94
소진,36
그늘,63
공공장소,30
글씨,4
원시,97
생활용품,13
횡설되,5
횡바,16
협지편,3
압착되,25
작시,188
하부챔버,8
입차부,1
공유기,44
포부,38
포위,54
슬릿홈,3
해안가,10
엄지발가락,9
메모장,7
쿨링팬,35
브러싱,9
모로,7
브뤄쉬모,1
폐쇄공간,7
전기톱,4
통관,60
서서히,57
입시,75
인입공,7
경사슬,4
장착홀,67
돌출량,5
클램핑지그,5
작업시간,111
인양러그,2
최하,120
경통,59
광량,218
센싱신호,22
만약,40
정자,112
눌려저,1
단보,15
이이,5
이분,8
구름판,10
향축,20
저촉,2
더욱더,41
약지,10
요인,198
불편,57
배설,72
잡기,32
가스레인지,30
상반,32
슬롯부,19
이루,9
제목,28
솔대,15
안전판,22
콧부리,2
주지,120
서리,32
준수,55
외적,18
변질,79
중체,13
송수신기,140
수강,68
밑바닥,3
협각,13
충전물,46
뒤척임,5
미미,14
마트놀이,1
커텐,14
진압하,24
초동,16
접힘선,26
손소,5
독기,5
자선,40
리미트,60
후진,380
사거리,19
횡판,5
매달,23
자칫,7
부주의,18
로간,19
사단,20
해지,62
슈플레이트,6
결착부,9
직배,12
빼기,50
번갈아,112
종착,3
과주,1
꼬리날개,5
풀이,42
승강타,1
호기심,13
오버플로,28
일일이,33
경선,11
재귀,15
사성,68
시접,13
음낭,44
속단,16
주관,101
사공,59
자연스럼,1
반작용,41
농가,82
테프론,34
걸름부재,1
쇼파,1
하반신,8
삼면,17
몸판,7
등판부,6
진동자,155
정작,5
동구,68
부지,80
무전기,36
청취,71
묶음,125
이완,105
교통사고,74
사망,34
시신,11
수습,10
영안,1
쒸우,1
확인가능,2
턱압착편,1
구단,25
화첩,1
사진첩,1
입설,35
밀착슬릿,2
화합물질,5
화학기상증착,18
샌드블,4
하측몸체부,2
지시자,73
등고선,14
시침,23
폴딩라인,4
폴딩시트,3
딩시,61
회동되,117
각의,62
일반도,2
로나,5
조성환,1
휴대전화,15
사전예약,6
선불,23
후불,7
마부,57
가스통,48
이송이,49
벤드,4
용감,70
일부인,38
지고,21
형단,12
수형,108
자유로,5
차례대로,34
행사,82
붐홀더,1
류량,123
캡부,55
결합바,18
세계지도,5
세계,99
각국,3
내주,121
페트,39
주간,82
호조,1
우표,1
점점,66
본연,37
테이크,29
업자,77
워치,64
보가,32
밈부,1
밈결,1
요람,18
대안,127
해법,7
도르레,7
결합틀부,2
자하,14
관공서,13
계열,253
제수,213
오렌지,9
직전,86
정후,3
효가,3
정사각형,48
나이터,8
진시,25
등판,96
풋볼,4
아이스하키,1
치바,10
정결,99
지핀,45
팔뚝,10
케이트,19
퇴장,16
독실,5
코스트,84
중축,7
슬라이더,410
융기,53
회음부,24
사타구니,9
습진,4
불빛,30
깜빡,2
상대편,5
길잡이,1
파발,1
생기,34
은판,2
혼재,41
툴로,17
실탄,31
사격장,34
민가,1
인명,104
비탄,39
오발탄,1
통틀어,1
사수,11
직선형,81
이격부,45
상부프랜,2
하부프랜,1
천연고무,5
치업,3
도우넛,3
적정,178
빗변,15
외캡,14
낙차,13
신호시,8
근가,4
홀부,45
생산량,88
모양체,20
맥락막,19
맹점,1
인부,65
차폐판,41
등분,18
슈가,22
등산로,6
부합,155
밀실,9
아버,7
납작,4
축심,78
정형외과,10
의외,4
포인터,112
염전,18
일렬,200
마지막,157
연달,8
흡출,17
직봉,22
돌설,32
홈돌,1
합계,220
가인,7
트위스트,20
카를,40
단가,207
루어락,5
원뿔형,51
차부,31
파종,105
모종,153
강온,25
게다가,71
인원,160
숙련,80
입맛,15
산패,19
막음,5
나은,19
선사,14
욕구,56
어려움,64
측벽부,177
호퍼부,46
굴절률,350
눈물,17
환공,27
투명체,17
탄지,31
튕겨져,2
식모,43
모면,15
출입구,292
폴딩도어,13
도형,103
바빈,1
묘사,37
마비,37
적심부,1
생장점,8
괴사,15
손해,22
소득,42
심기,13
취미,10
트부,107
관벽,4
촛농,9
벽재,4
마이크로미터,49
축하,37
슬픔,1
경조사,5
거의,261
우리,42
민족,1
풍습,1
청사초롱,1
전통미,1
환류,42
퍼팅시,3
반구,68
캐비티내,2
스탬프부,11
불멸,8
폐쇄돌기,1
탁구공,13
사무실,51
연습장,27
맞은편,28
전봇대,9
재거,2
화음,6
연주가,4
초보자,22
단음,2
측벽면,11
특색,10
색연필,1
크레파스,1
상하좌우,62
배부,75
유도로,21
폐곡,2
종횡,25
임산,4
고하,33
기대,275
천추,6
압착되어,27
결재,79
망은,25
회전대칭,1
접종,142
징홀,3
마름모,24
흔적,21
낚시릴,2
장식품,6
구김,9
직상,35
근처,116
어항,32
부근,148
웨지홀,1
항시,46
거통,31
망부,5
캣닢,3
취식부,3
폴딩박스,10
개섬,16
닥트,4
압출되어,9
스케줄,186
월별,22
입천장,4
상방폴딩형,1
편결합홀,1
록크,4
동감,21
고루,28
주어,79
저림,5
업도,1
동판,170
틀체,51
감판,1
판두,30
안정감,40
상판부,64
서부,205
센싱된,129
본의,7
슬롯들,55
구애,73
펜촉,16
모세관,83
액체량,3
출액량,2
비크,9
플랙시블,20
철편,24
봉체부,2
볼부,8
오히려,24
띄우기,1
화강암,3
바둑판,22
상판체,2
외벽부,15
매제,29
감부,18
본래,42
대효,4
톰슨,16
전혀,123
배수연,3
여지,15
레그부,31
달기,15
용접툴,2
프링,1
망측,2
열망,7
소율,6
돈골,1
체재,2
느낌,55
파타,20
압착인발되,1
인발봉체,5
입홈,47
인발함,2
모퉁이,11
냉동고,32
컵체,8
러하,13
댐핑장치,9
회전노브,1
어셈블,6
리사,26
베란다,37
문턱,272
포밍테일,1
밑면,113
음용,38
용성,111
초류,6
본류,4
후류,28
해방,28
펀칭장치,6
펀칭홀,7
입관,197
펀칭시,1
결합몸체,16
입안,18
어금니,4
상악,30
빈공간,33
샹크,19
점유,213
겹친,19
개편,14
측벽들,72
향벽,4
박닥,1
통행,171
표기,60
탭돌기,11
앞다리,17
뒷다리,8
후프,23
내통,135
피결합물,1
결합물,2
병목,17
용피결합물,1
오아시스,4
화초,3
점선,7
쪽면,3
배류,1
배류시,1
고드름,13
패킹홈,14
폐쇄판,3
주요,306
각성,25
사도,162
퍼팅하,2
도부,100
색인,67
식사량,1
송풍수단,9
권취시킬,3
권취장치,23
삭부,10
피하,82
합병증,25
외통,151
싸이,49
크론,11
바가지,1
금융기관,34
편철,1
폴딩되,19
장대,30
단시간,160
수확량,34
클램핑부,102
압입되어,8
두꺼비,1
부러,3
트려,2
기내,44
팩킹,16
다라,6
중간층,263
수여,6
타이즈,5
심플,31
끼리,200
본선,33
간선,31
정과정,20
주행휠,5
행구동,7
송풍경로,7
가로막,9
축결합,64
송풍구,38
순행,2
역행,13
절곡유,4
뼈대,74
귀의,13
재미나,1
어른,8
노래,124
발부,28
볼펜,8
분출구,39
평상시,90
오프닝,92
눈보라,1
후반,20
선수,132
캐비테이션,41
쉐딩,3
폐쇄시,22
낚시터,2
캠핑장,2
개소,96
대판,10
폐쇄식,3
방류,101
시밍,30
유턴,16
악천후,11
가보,7
토르크,2
팔각형,9
팔자,15
진동수,48
고정레그,2
지우개,7
교류발전기,3
도구로,28
버켓부,14
바닷물,21
금부,56
분출,297
용돌,1
폭발물,5
쟁기,23
아주,36
잇몸,99
커넥션부,6
인상채득,11
커넥션부로,1
결과물,113
어버트먼트로서,1
일관,80
주둥이,23
작고,140
드립커피,19
정은,10
구나,6
밑벽,3
철처,1
침제,1
충포,1
질구,2
하울링,22
추축,3
장착캐비티,3
토굴,1
흙속,1
래칫,37
록킹부,11
어전,16
통홀,10
링부,58
터링부,1
풀링,116
칼럼,194
벤딩되어,13
자물쇠,41
무분별,11
협동,47
비상조치,2
쇠사슬,2
와부,6
신맛,12
펌핑부,33
조임쇠,1
몰리,3
짜개,1
그루브,148
트랜치,30
갓길,8
측부위,2
곡진,8
야광,35
반발력,47
가늠,15
버켓,51
도저,25
각봉,10
누적,500
회동할,18
요부,147
혼동,10
귀두,5
검불,7
공도,20
덩어리,88
해물,58
불쾌감,25
선공,19
격벽부,40
협착된,6
쇄기부,2
접함,9
회동될,19
왼쪽,62
오른쪽,62
기다랗,3
부전,56
반쪽,23
홀딩면,8
최단,75
위아래,30
꼬리,38
클램핑시킬,1
캠축,16
상틀,2
정위,45
접시,81
노동,57
연마툴,3
체면,57
앞면,21
목뒤,1
줄부,1
건더기,19
부어,25
획정,76
오버몰딩되,3
정반대,8
판도,2
압로,8
계해,4
셋터,2
헌팅,18
간소,35
안내슬롯,2
이동관,57
밀음,1
밴딩홈,2
미만,1155
마물,2
절곡턱,2
동봉,34
콘형결합관,4
내공,26
외햐이동,1
빗질,14
커팅된,57
동이,58
양초,50
촛대,5
종교,11
자일,2
이반,5
압출되,30
엔드캡측벽부,2
벽부,120
드캡,1
블렉시블,4
엠부싱부,2
폐곡선,37
계부,83
청정실,6
하절,23
슬롯공,2
수백,16
체위,20
물위,2
검정색,21
명칭,76
용법,20
런닝,7
런닝벨트,2
런닝속도,1
참석,17
덕트로,9
밴트팬,1
겉감부,9
겉감,59
겸자,26
불과,2
라운딩,33
고기구이,1
사이사이,31
컷팅홈,4
살상,14
호용,13
탄알,32
원반,61
수놈,2
암놈,3
제조업체,20
부풀,6
선물,52
꽃받침,1
순찰,61
번의,63
환풍기,53
측도,20
우발,3
클램핑할,7
모함,13
취약성,47
심유,1
베일,65
피드롤러,13
깃털,1
일률,14
앰플부,5
사상,302
기호,238
트리트먼트,34
스테인레스강,10
과목,37
법면,7
먹거리,6
요긴,1
태의,44
록커,24
공회,5
누운,32
결합축,32
각체,3
칫솔질,6
치석제거,6
치석,7
반사경,100
양치,36
양분,43
역활,19
내층,105
뽀족하,2
과장,44
수족관,48
거르,25
벌레,55
제나,15
일향,1
심신,21
권취홈,2
표층,143
표류,5
저기,1
폐쇄되거,2
문안,4
슬롯형태,1
취부하,4
데미지,19
전륜축,2
하측단,5
소열,11
김부,27
양호,563
미적,35
갯수,91
반듯이,1
임기,1
겨울,12
여름,12
안식처,1
상류,338
하류,518
접경,8
상위,301
틸팅각,10
땅속,20
불면,3
도우,28
심의,30
노크,54
핀부,16
틀링,11
드라프트,2
선각,9
트렁트,3
스터핑,7
항온,32
히팅타올,3
심축,18
풍압,59
풍압차단판,3
에어포켓,34
태풍,52
종동되,1
레임,3
구리섬,10
오버플로우,39
도선,134
창부,14
갈래,13
안검,12
등지,27
팅부,30
하벽,10
가전,140
합방,23
안전표지,8
권취력,1
쭈꾸미,2
문어,27
낚기,1
물속,46
물결,37
층층,17
음판,6
발라,6
약화,65
소관,25
유입량,32
압착홈,5
설부,2
이동로,69
턱부,47
침윤되어,2
초박층,2
이행,109
멜라민,95
이상인,752
팩를,1
오성,31
술폰산,84
금번,3
오각,7
이진,97
사미,4
링쪽,1
좌하측,5
우하측,3
팬틸트부,1
험지,15
유압펌프,35
차축,75
신속성,32
차폐율,9
덖는,12
아몬드,18
닙스,2
마카,17
보이차,19
브로콜리,10
햄프,3
케일,12
청경채,1
콜리플라워,1
부추,30
파프리카,18
주제,209
스텝퍼,3
고깔,2
횡력,10
소산,45
취부되어,1
갖은,2
나팔,20
추구,20
수반,182
아크챔버,1
발신기,34
삽체,3
횡대,71
후킹,14
신경세포,56
소방관,46
놀이터,6
송풍하,74
분열,16
유비퀴틴,21
생산자,73
컨슈머,24
소유,101
증여,9
세무사,3
의뢰,191
증여세,6
공시지가,12
피아,17
감정평가,10
변화율,135
토압,59
획기,187
혼입,170
러프,55
알론,11
발림,31
삼이,7
쓴맛,25
육질,45
육즙,7
캐비닛,448
약간,30
동일성,37
사중,10
턴들,7
요동,107
플립플롭,26
옆구리,9
늘어트려,1
산재,47
덮어서,16
수평선,40
가형,9
프라이머리,72
재도입,2
노점,36
읍성,1
진공상태,46
표본,90
압출하,78
외지,9
취한,29
압출할,7
슬레,349
폴딩체,9
소요,387
무좀,18
펀칭날,3
펀칭헤드,3
턴버클,8
신축량,13
산부,32
골부,56
합작,5
미스터,16
지도자,9
스케쥴,63
학업,19
로드맵,13
조언,5
단점,131
광범,1
밧데리,42
리시버,88
실과,232
송기량,2
측된,1
유부,39
부직,44
표토,10
복토,37
활착,12
영양분,49
어두운곳,1
몇몇,194
필수,161
진공챔버,38
수급,74
분란,1
극히,52
부관,116
교차점,83
수유,58
빔폭,19
유지시,83
재계,1
빈번,39
명화,16
근거,929
캔버스,47
노말,29
중대,21
방점,1
검시,10
채움,11
어드레스,446
이전,746
게재,22
요건,123
챔버로,100
복강,56
발암,13
베이핑,1
전도율,55
우방,25
제일,23
스펙트로그램,22
격판,85
송풍되,36
선폭,54
카복실산,92
방문자,83
불길,7
번지,20
펌핑하,82
덕트부,66
전가,8
더브테일,9
수산화칼슘,29
인취,6
트레버스,5
서보모터,63
계속,269
멜빵,14
양품,81
불량품,44
벤딩하,25
벤딩부,63
커팅부,121
비악,7
블랙리스트,20
신용등급,8
규명,67
맹아,2
드레인단,3
발명자,63
용해도,97
테트라하이드로퓨란,5
흡착량,10
전폭기,5
소조,9
기물,25
강상,12
복개,15
필연,16
모체,38
생시,14
압수,79
상재균,6
산물,79
비개,31
배후,22
류기,4
디핑장치,1
부족,113
디핑조,6
디핑과정,1
디핑되,1
문자열,87
공원,26
고등,24
어감,5
무하,130
정규화,185
강성인,4
부타디엔,123
스티렌,226
록시,130
미노,101
에틸디메틸실란올,1
세바,6
규사,59
보크사이트,3
헤마이트,2
열대야,2
포장도로,48
금수,4
삼원,19
스포크,90
의심,113
과거,192
백화,30
요량,30
어민,8
완제,103
송대,26
센싱부로,23
미달,11
상감,12
하자,140
차키,1
상금,46
스트럽,5
인터레이스,32
복잡,39
디인터레이싱,3
이상은,66
압착시킴,2
수료,2
피자,77
해부학,103
눈꺼풀,25
리수,46
류부,33
소개,189
벌개미취,5
동정,63
아스터,1
인포,5
급사,41
파트너,58
품목,76
기일,21
계약서,48
클레,115
심박수,79
안전띠,6
생체검사,5
자입,5
정수리,10
모근,44
세운,17
세공,53
측단,93
프레이,9
감압체,3
폐변,1
부세,23
개변,8
